Date,Broj redova,Polarity,Rezultat
2022-06-23 10:00:00,8,-0.1178625,0
2022-06-23 09:00:00,9,0.053422222222222225,0
2022-06-23 08:00:00,8,-0.11190625,0
2022-06-23 07:00:00,5,0.13303,0
2022-06-23 06:00:00,5,0.31347,1
2022-06-23 05:00:00,6,0.14373333333333332,0
2022-06-23 04:00:00,10,0.066635,0
2022-06-23 03:00:00,7,0.058992857142857145,0
2022-06-23 02:00:00,4,0.025974999999999998,0
2022-06-23 01:00:00,5,0.12572,0
2022-06-23 00:00:00,11,0.04005909090909091,0
2022-06-22 23:00:00,7,0.2438857142857143,0
2022-06-22 22:00:00,8,0.12256875,0
2022-06-22 21:00:00,8,-0.035525,0
2022-06-22 20:00:00,11,-0.07995454545454546,0
2022-06-22 19:00:00,9,0.031249999999999993,0
2022-06-22 18:00:00,10,0.25201,0
2022-06-22 17:00:00,10,0.25614000000000003,0
2022-06-22 16:00:00,13,0.19685384615384616,0
2022-06-22 15:00:00,6,0.508075,1
2022-06-22 14:00:00,9,0.06096666666666667,0
2022-06-22 13:00:00,20,0.2146475,0
2022-06-22 12:00:00,8,0.2896,1
2022-06-22 11:00:00,7,0.05814285714285715,0
2022-06-22 10:00:00,9,0.12484444444444445,0
2022-06-22 09:00:00,5,0.17709,0
2022-06-22 08:00:00,8,-0.010493750000000003,0
2022-06-22 07:00:00,7,0.22717142857142855,0
2022-06-22 06:00:00,9,0.1502888888888889,0
2022-06-22 05:00:00,4,0.11327500000000003,0
2022-06-22 04:00:00,9,0.14209444444444444,0
2022-06-22 03:00:00,10,0.02029000000000001,0
2022-06-22 02:00:00,7,-0.040457142857142844,0
2022-06-22 01:00:00,13,0.12787307692307692,0
2022-06-22 00:00:00,2,-0.2294,0
2022-06-21 23:00:00,7,0.037221428571428565,0
2022-06-21 22:00:00,16,0.14127499999999998,0
2022-06-21 21:00:00,9,0.030833333333333334,0
2022-06-21 20:00:00,9,-0.06969444444444443,0
2022-06-21 19:00:00,14,0.02990714285714285,0
2022-06-21 18:00:00,9,-0.037488888888888884,0
2022-06-21 17:00:00,9,0.09446666666666667,0
2022-06-21 16:00:00,9,0.12177222222222223,0
2022-06-21 15:00:00,14,-0.056510714285714275,0
2022-06-21 14:00:00,9,0.19057777777777776,0
2022-06-21 13:00:00,7,0.29782142857142857,1
2022-06-21 12:00:00,8,0.3976625,1
2022-06-21 11:00:00,10,0.064085,0
2022-06-21 10:00:00,7,-0.0775,0
2022-06-21 09:00:00,11,0.016068181818181818,0
2022-06-21 08:00:00,6,-0.023433333333333334,0
2022-06-21 07:00:00,10,0.015330000000000012,0
2022-06-21 06:00:00,12,0.20654166666666668,0
2022-06-21 05:00:00,7,-0.08588571428571427,0
2022-06-21 04:00:00,11,0.08427272727272728,0
2022-06-21 03:00:00,11,0.16593181818181818,0
2022-06-21 02:00:00,10,0.2759,1
2022-06-21 01:00:00,11,0.09931818181818182,0
2022-06-21 00:00:00,7,0.06714285714285714,0
2022-06-20 23:00:00,13,0.0594923076923077,0
2022-06-20 22:00:00,15,0.10062666666666667,0
2022-06-20 21:00:00,7,0.05607857142857143,0
2022-06-20 20:00:00,13,-0.04701153846153845,0
2022-06-20 19:00:00,9,0.04525,0
2022-06-20 18:00:00,12,0.13570416666666665,0
2022-06-20 17:00:00,12,-0.004704166666666661,0
2022-06-20 16:00:00,8,0.084625,0
2022-06-20 15:00:00,12,0.02125416666666667,0
2022-06-20 14:00:00,11,0.12586818181818182,0
2022-06-20 13:00:00,17,0.20265882352941178,0
2022-06-20 12:00:00,12,0.05554166666666668,0
2022-06-20 11:00:00,12,0.00024166666666667475,0
2022-06-20 10:00:00,13,0.08484230769230769,0
2022-06-20 09:00:00,11,0.060677272727272726,0
2022-06-20 08:00:00,4,-0.1099,0
